26013 1 47
16111 1 47
29751 1 47
12312 1 47
1521 1 47
2340 1 47
14937 1 47
3267 1 47
24130 1 47
27625 1 47
13459 2 47
7025 1 47
25785 1 47
5206 1 47
18486 3 47
3261 1 47
23692 1 47
1990 1 47
21707 1 47
17706 1 47
24872 1 47
29754 5 47
3717 1 47
2862 1 47
6337 1 47
26058 1 47
27534 1 47
12053 5 47
27299 5 47
7122 1 47
22879 1 47
2536 1 47
28851 1 47
29759 1 47
15666 1 47
17474 1 47
10642 1 47
25624 1 47
21137 1 47
14313 1 47
17550 1 47
21249 1 47
22028 1 47
28628 5 47
27916 1 47
29272 1 47
18603 1 47
11514 1 47
8602 1 47
9483 1 47
21193 1 47
28266 3 47
28077 1 47
1190 1 47
2869 1 47
21974 3 47
1218 1 47
25340 1 47
16764 1 47
2485 1 47
24944 1 47
25522 1 47
21575 2 47
24378 1 47
6120 1 47
25912 1 47
25088 6 47
8092 1 47
18627 1 47
27092 1 47
2005 1 47
25266 1 47
4788 1 47
16260 1 47
28254 2 47
21622 2 47
18225 1 47
27630 1 47
21742 1 47
28253 5 47
17259 1 47
25916 1 47
1473 2 47
3152 1 47
16474 1 47
15848 2 47
21627 1 47
23012 5 47
10667 5 47
7954 1 47
29077 3 47
22591 1 47
1471 1 47
241 6 47
25720 1 47
556 1 47
21629 1 47
29409 1 47
21123 2 47
21628 1 47
20955 1 47
100 5 47
28321 1 47
29700 1 47
11479 1 47
23315 1 47
12202 1 47
11139 1 47
13436 1 47
26388 1 47
21614 1 47
26822 1 47
28378 1 47
25575 1 47
4109 1 47
18526 1 47
105 1 47
22088 1 47
12964 5 47
4699 1 47
6681 1 47
17676 1 47
7732 1 47
23438 1 47
4201 1 47
4861 1 47
14550 2 47
13432 1 47
3569 1 47
16887 1 47
25584 1 47
29737 1 47
21034 1 47
14500 1 47
23403 6 47
18686 1 47
25350 1 47
13975 1 47
4113 1 47
16954 1 47
21691 2 47
20274 1 47
14408 6 47
13994 1 47
28798 1 47
20853 1 47
27706 1 47
11417 1 47
11866 2 47
18292 1 47
26060 1 47
28979 1 47
15540 1 47
26061 1 47
25565 1 47
20629 1 47
2323 1 47
22441 1 47
21800 1 47
14097 1 47
23587 2 47
532 1 47
2358 1 47
25429 1 47
17428 1 47
25906 3 47
26110 1 47
9328 1 47
25275 1 47
12769 2 47
11171 1 47
27804 2 47
10323 1 47
26735 1 47
13326 1 47
21364 1 47
25801 1 47
25427 1 47
20477 1 47
29148 5 47
13329 1 47
27752 1 47
12073 1 47
16929 1 47
6762 1 47
23086 1 47
1613 1 47
12881 1 47
3047 1 47
28001 1 47
22295 1 47
10377 1 47
7000 1 47
4320 1 47
9165 1 47
29743 1 47
25159 1 47
26936 1 47
25482 1 47
28544 1 47
2070 1 47
28975 5 47
3037 6 47
29311 1 47
13769 1 47
10369 1 47
20937 1 47
17608 1 47
5694 3 47
29779 1 47
21811 1 47
12325 1 47
23255 5 47
6446 1 47
1348 2 47
18747 1 47
28717 1 47
25611 1 47
28087 1 47
22801 1 47
21008 1 47
13396 1 47
21641 1 47
18744 1 47
25231 1 47
25613 2 47
14235 1 47
186 1 47
15720 2 47
25931 1 47
21005 1 47
11235 1 47
28882 6 47
29563 1 47
1820 1 47
11278 1 47
26801 1 47
28883 6 47
18326 1 47
12513 1 47
27737 1 47
12809 1 47
25300 1 47
28742 1 47
7011 1 47
16242 1 47
28881 6 47
21597 1 47
20235 1 47
29777 1 47
25117 1 47
6701 1 47
14676 1 47
5146 2 47
9348 1 47
11824 5 47
27059 1 47
2061 1 47
20898 1 47
10804 1 47
26028 1 47
14119 1 47
19170 1 47
5812 1 47
25494 1 47
28747 1 47
20805 1 47
5512 1 47
