26013 1 11
29167 1 11
18981 2 11
25785 1 11
29477 1 11
23380 1 11
27299 3 11
29526 1 11
23510 1 11
6373 1 11
25088 2 11
27092 1 11
2005 1 11
28052 1 11
19690 2 11
21622 1 11
1473 1 11
29541 1 11
29119 1 11
24346 2 11
241 4 11
17913 1 11
20955 1 11
26197 1 11
28321 1 11
6475 1 11
13436 1 11
28378 1 11
12727 2 11
27998 2 11
5497 1 11
29095 2 11
6926 2 11
14550 1 11
9151 1 11
23403 4 11
20868 1 11
16954 1 11
21691 1 11
14408 4 11
11417 2 11
28899 2 11
3140 1 11
22441 1 11
28093 2 11
1973 1 11
29148 3 11
27752 1 11
22135 2 11
810 2 11
2070 1 11
3037 4 11
1387 2 11
29311 1 11
2334 1 11
28102 1 11
18677 1 11
1348 1 11
29299 1 11
25611 1 11
186 1 11
28882 4 11
28883 4 11
3293 1 11
28881 4 11
2189 1 11
14793 1 11
10943 1 11
