22228 1 125
25926 1 125
27425 1 125
22079 1 125
6058 1 125
29167 1 125
18570 1 125
26258 1 125
8139 1 125
203 1 125
12103 1 125
20418 1 125
4085 1 125
29750 1 125
8208 2 125
7393 1 125
2040 1 125
18641 1 125
19398 1 125
24 2 125
22468 1 125
29555 1 125
14937 1 125
16394 1 125
24023 3 125
4160 4 125
22713 1 125
25 6 125
12739 1 125
24213 1 125
18647 1 125
16393 1 125
22215 1 125
3261 1 125
13545 1 125
11605 1 125
11036 1 125
23 2 125
27877 2 125
29754 1 125
600 1 125
18252 1 125
9733 2 125
20 1 125
1210 1 125
583 1 125
9967 1 125
29550 1 125
5835 1 125
26058 1 125
25886 1 125
22216 1 125
19009 1 125
1710 1 125
3187 1 125
919 1 125
12053 14 125
4591 1 125
27299 16 125
28851 1 125
17949 1 125
14724 1 125
12003 1 125
15763 1 125
8109 1 125
10030 1 125
251 1 125
512 1 125
29759 1 125
3874 1 125
2370 2 125
22879 1 125
25624 1 125
10642 1 125
29527 1 125
25138 1 125
17746 1 125
25549 1 125
2469 1 125
22070 2 125
12741 2 125
20134 1 125
9485 1 125
3256 1 125
28853 1 125
22028 3 125
21137 1 125
25627 1 125
23269 1 125
22073 1 125
29421 1 125
29274 1 125
442 1 125
29420 1 125
12970 1 125
25244 1 125
1439 1 125
28809 1 125
11074 1 125
28900 1 125
19140 1 125
22072 1 125
26589 1 125
29188 1 125
13501 1 125
4246 1 125
26149 1 125
24576 1 125
29081 1 125
29272 1 125
29852 1 125
22075 1 125
15738 1 125
14786 1 125
20132 1 125
14463 1 125
29479 1 125
22225 1 125
11704 1 125
28674 1 125
11227 1 125
22074 1 125
18591 1 125
16764 1 125
6286 1 125
25447 1 125
969 1 125
6501 1 125
18546 1 125
22846 1 125
6691 1 125
28677 1 125
7029 1 125
4666 1 125
5438 1 125
18186 1 125
28153 1 125
16376 1 125
4120 1 125
20940 1 125
23624 1 125
21604 1 125
12400 1 125
22159 1 125
24944 1 125
7125 1 125
28311 1 125
29521 1 125
25728 1 125
21621 1 125
3096 3 125
10449 1 125
19086 2 125
3074 1 125
527 2 125
13 1 125
26527 3 125
11335 1 125
26751 1 125
6726 1 125
24865 1 125
23594 1 125
26526 1 125
26108 1 125
12253 1 125
15380 1 125
25844 1 125
25088 18 125
18652 1 125
855 1 125
2938 2 125
5184 1 125
976 1 125
12081 1 125
6628 1 125
16260 1 125
25910 1 125
17766 1 125
27637 1 125
29402 2 125
3903 2 125
12624 1 125
29868 1 125
26076 1 125
6724 1 125
13308 1 125
29405 1 125
25526 1 125
21867 1 125
3856 1 125
28392 1 125
26754 1 125
3949 1 125
21220 1 125
25916 2 125
22452 1 125
8683 1 125
17715 1 125
27569 1 125
28393 1 125
10178 2 125
4272 1 125
17562 1 125
27213 1 125
29831 1 125
7798 1 125
18735 1 125
3429 2 125
23593 1 125
6040 1 125
21396 1 125
24193 2 125
22450 2 125
5893 1 125
