18044 1 25
9741 1 25
18111 1 25
25 1 25
2782 1 25
27256 2 25
9429 1 25
25509 2 25
29754 1 25
27621 1 25
12053 4 25
27299 9 25
22028 1 25
11117 1 25
26149 1 25
5194 1 25
21974 1 25
16377 1 25
3253 1 25
5044 1 25
21604 1 25
3987 1 25
25088 5 25
12082 1 25
27430 1 25
11185 1 25
28395 1 25
29688 1 25
17766 1 25
15222 1 25
28253 1 25
27630 1 25
11211 2 25
23593 1 25
13919 1 25
26199 1 25
241 12 25
13057 1 25
20679 2 25
9521 1 25
19488 1 25
1808 1 25
25572 1 25
27765 1 25
24257 1 25
25690 1 25
16222 1 25
15654 1 25
16887 1 25
26116 1 25
23403 12 25
6421 1 25
7105 1 25
14408 12 25
28247 1 25
12484 2 25
7042 1 25
28899 1 25
28877 2 25
7930 2 25
25906 1 25
25429 2 25
27849 1 25
28307 1 25
10323 1 25
2122 1 25
24451 1 25
14184 1 25
24774 1 25
29148 9 25
16293 1 25
27390 1 25
18910 1 25
6539 1 25
22534 2 25
8228 1 25
24292 1 25
29743 1 25
3619 1 25
15952 1 25
26789 1 25
6319 1 25
3796 1 25
13249 1 25
3037 12 25
22408 1 25
15525 1 25
808 1 25
13063 1 25
20454 1 25
22266 1 25
1593 1 25
13730 1 25
13536 1 25
832 1 25
1592 1 25
28034 1 25
20730 1 25
7926 1 25
343 1 25
2872 1 25
6601 2 25
2667 1 25
1420 1 25
28087 1 25
22801 1 25
19263 1 25
6066 1 25
10582 1 25
6367 1 25
28882 13 25
28883 13 25
3990 1 25
28881 13 25
27976 2 25
21718 2 25
222 1 25
4752 1 25
4099 1 25
26681 1 25
28603 1 25
